,bearish,bullish,date,title,enddate,yqdopen,yqdclose
489,['FCX'],"['PTCT', 'QCOM', 'AA']",20140610,Cramer's Lightning Round - The Street Is Addicted To Qualcomm (6/9/14),20141210,"[['2014-06-10', '25.379999'], ['2014-06-10', '71.106705'], ['2014-06-10', '33.251209']]","[['2014-12-10', '53.330002'], ['2014-12-10', '64.942390'], ['2014-12-10', '36.655762']]"
490,"['AMZN', 'CLF', 'BAC']","['GWPH', 'TLM', 'SYY', 'APC']",20140608,Cramer's Lightning Round - Amazon Has Lost Its Cult Status (6/6/14),20141208,"[['2014-06-09', '75.290001'], ['2014-06-09', '34.613335'], ['2014-06-09', '100.248741']]","[['2014-12-08', '69.610001'], ['2014-12-08', '37.296066'], ['2014-12-08', '75.011215']]"
491,['JBLU'],"['EQM', 'BPFH', 'CELG', 'XLS', 'ACMP', 'SCHW', 'LMT', 'LCI', 'BIIB', 'REGN', 'GILD', 'PRGO', 'USB', 'AAL']",20140606,Cramer's Lightning Round - People Will Come Back To Charles Schwab (6/5/14),20141206,"[['2014-06-06', '79.635330'], ['2014-06-06', '12.030974'], ['2014-06-06', '80.654999'], ['2014-06-06', '25.267061'], ['2014-06-06', '152.373001'], ['2014-06-06', '46.009998'], ['2014-06-06', '317.549988'], ['2014-06-06', '311.209991'], ['2014-06-06', '77.852837'], ['2014-06-06', '136.248627'], ['2014-06-06', '39.521465'], ['2014-06-06', '42.535664']]","[['2014-12-05', '78.834869'], ['2014-12-05', '12.063949'], ['2014-12-05', '114.129997'], ['2014-12-05', '29.284256'], ['2014-12-05', '175.775085'], ['2014-12-05', '48.160000'], ['2014-12-05', '340.869995'], ['2014-12-05', '423.230011'], ['2014-12-05', '98.830307'], ['2014-12-05', '154.391357'], ['2014-12-05', '42.077816'], ['2014-12-05', '49.696991']]"
492,"['XOM', 'CCJ', 'ENBL']","['SO', 'UA', 'KMP', 'CVX', 'ACMP']",20140605,Cramer's Lightning Round - Too Many Healthy Food Players (6/4/14),20141205,"[['2014-06-05', '37.953098'], ['2014-06-05', '107.893967']]","[['2014-12-05', '41.858044'], ['2014-12-05', '98.573120']]"
493,"['VEEV', 'BGG', 'C', 'PGH']","['MMP', 'BAX']",20140603,"Cramer's Lightning Round - Hey You, Get Off Of The Cloud (6/2/14)",20141203,"[['2014-06-03', '72.014656'], ['2014-06-03', '37.278030']]","[['2014-12-03', '71.349373'], ['2014-12-03', '37.936237']]"
494,"['RIO', 'VALE', 'WWE', 'GST', 'KGC']","['EOG', 'AA', 'WMB', 'MHR']",20140601,Cramer's Lightning Round - Blame It On Rio (5/30/14),20141201,"[['2014-06-02', '102.649284'], ['2014-06-02', '32.316525'], ['2014-06-02', '38.287727']]","[['2014-12-01', '85.242081'], ['2014-12-01', '40.197044'], ['2014-12-01', '41.698807']]"
495,['VVUS'],"['MU', 'SBUX', 'TRP', 'TRN', 'SWKS']",20140530,Cramer's Lightning Round - Linn Energy Has Lost Its Way (5/29/14),20141130,"[['2014-05-30', '28.590000'], ['2014-05-30', '34.767609'], ['2014-05-30', '40.596146'], ['2014-05-30', '40.847118'], ['2014-05-30', '41.662815']]","[['2014-11-28', '35.950001'], ['2014-11-28', '38.840530'], ['2014-11-28', '42.664131'], ['2014-11-28', '30.418962'], ['2014-11-28', '65.180794']]"
496,"['ANF', 'NWBO', 'TTM', 'JKS', 'CHUY']","['FSLR', 'FEYE', 'PANW', 'SGEN', 'PAY']",20140529,Cramer's Lightning Round - Don't Hurt Yourself With Abercrombie & Fitch (5/28/14),20141129,"[['2014-05-29', '63.410000'], ['2014-05-29', '34.650002'], ['2014-05-29', '73.169998'], ['2014-05-29', '34.529999'], ['2014-05-29', '33.230000']]","[['2014-11-28', '48.799999'], ['2014-11-28', '30.290001'], ['2014-11-28', '123.000000'], ['2014-11-28', '36.439999'], ['2014-11-28', '35.660000']]"
497,['DDD'],"['KSU', 'SD', 'BIOS', 'SSYS', 'MS', 'HXL', 'UVE', 'FUN', 'UNP', 'BRK.B']",20140528,Cramer's Lightning Round - To People Who Knock Warren Buffett: Get A Life (5/27/14),20141128,"[['2014-05-28', '102.799973'], ['2014-05-28', '7.660000'], ['2014-05-28', '94.660004'], ['2014-05-28', '29.129845'], ['2014-05-28', '39.853146'], ['2014-05-28', '10.846704'], ['2014-05-28', '42.880821'], ['2014-05-28', '90.767990']]","[['2014-11-28', '114.034706'], ['2014-11-28', '6.480000'], ['2014-11-28', '101.970001'], ['2014-11-28', '33.329983'], ['2014-11-28', '42.223259'], ['2014-11-28', '17.703157'], ['2014-11-28', '40.499962'], ['2014-11-28', '109.391510']]"
498,"['SDRL', 'GME', 'FLY']","['QGEN', 'ESV', 'BA', 'SBUX', 'RRD', 'DNKN', 'MA', 'AL']",20140525,Cramer's Lightning Round - A Stock Called 'Ma' (5/23/14),20141125,"[['2014-05-27', '22.977077'], ['2014-05-27', '47.310646'], ['2014-05-27', '122.339302'], ['2014-05-27', '34.966991'], ['2014-05-27', '13.069439'], ['2014-05-27', '41.796535'], ['2014-05-27', '75.088158'], ['2014-05-27', '38.594250']]","[['2014-11-25', '23.956953'], ['2014-11-25', '37.467243'], ['2014-11-25', '124.388885'], ['2014-11-25', '38.362255'], ['2014-11-25', '14.385025'], ['2014-11-25', '44.513508'], ['2014-11-25', '84.408890'], ['2014-11-25', '38.015697']]"
499,"['IRE', 'KGC', 'CXDC', 'JBL']","['HCA', 'BIDU', 'GOLD', 'RBS', 'VIPS', 'VLO']",20140523,Cramer's Lightning Round - 3 Chinese Stocks For 2014 (5/22/14),20141123,"[['2014-05-23', '53.439999'], ['2014-05-23', '167.630005'], ['2014-05-23', '73.423363'], ['2014-05-23', '11.250000'], ['2014-05-23', '16.701000'], ['2014-05-23', '48.832779']]","[['2014-11-21', '68.470001'], ['2014-11-21', '245.300003'], ['2014-11-21', '67.438560'], ['2014-11-21', '11.630000'], ['2014-11-21', '22.680000'], ['2014-11-21', '45.517483']]"
500,"['SODA', 'AMZN', 'YNDX', 'GTLS', 'GALE', 'PDLI']","['STM', 'GE', 'ED']",20140522,Cramer's Lightning Round - ConEd Is Behaving Very Badly (5/21/14),20141122,"[['2014-05-22', '8.065083'], ['2014-05-22', '23.581551'], ['2014-05-22', '47.817497']]","[['2014-11-21', '6.495073'], ['2014-11-21', '24.411005'], ['2014-11-21', '56.232395']]"
501,['UNH'],"['PXD', 'PLKI', 'TRN', 'AET', 'GWPH', 'GBX']",20140521,Cramer's Lightning Round - Popeyes Takes A Breather (5/20/14),20141121,"[['2014-05-21', '204.375473'], ['2014-05-21', '38.803116'], ['2014-05-21', '72.880081'], ['2014-05-21', '66.360001'], ['2014-05-21', '50.975979']]","[['2014-11-21', '175.912445'], ['2014-11-21', '33.663898'], ['2014-11-21', '83.727249'], ['2014-11-21', '78.949997'], ['2014-11-21', '62.171879']]"
502,"['TWTR', 'HOS', 'SNV', 'COP']","['SLB', 'CVX', 'MA', 'V', 'EMES']",20140520,Cramer's Lightning Round - Twitter Is A Wait And See Stock (5/19/14),20141120,"[['2014-05-20', '91.729889'], ['2014-05-20', '107.002991'], ['2014-05-20', '71.793381'], ['2014-05-20', '49.805599'], ['2014-05-20', '74.341133']]","[['2014-11-20', '88.506927'], ['2014-11-20', '104.298843'], ['2014-11-20', '82.707817'], ['2014-11-20', '61.218414'], ['2014-11-20', '76.809059']]"
503,"['EXEL', 'Z']","['WEN', 'HPQ']",20140518,Cramer's Lightning Round - I Believe In Hewlett-Packard (5/16/14),20141118,"[['2014-05-19', '7.579481'], ['2014-05-19', '13.344485']]","[['2014-11-18', '8.038205'], ['2014-11-18', '15.250536']]"
504,"['JPM', 'SF', 'BRCD', 'HIMX']","['BMO', 'QCOM', 'PLUG', 'CCL']",20140516,Cramer's Lightning Round - Canadian Banks Are A Horse Of A Different Color (5/15/14),20141116,"[['2014-05-16', '60.445934'], ['2014-05-16', '70.949883'], ['2014-05-16', '4.290000'], ['2014-05-16', '34.776276']]","[['2014-11-14', '65.207771'], ['2014-11-14', '63.978035'], ['2014-11-14', '3.720000'], ['2014-11-14', '38.236244']]"
505,"['CNX', 'RNDY', 'CHL', 'GMCR', 'IGT']","['MU', 'MNKD', 'BIDU', 'SBUX', 'TRN', 'BMY']",20140515,Cramer's Lightning Round - Bristol Myers May Become The Fastest-Growing Pharma (5/14/14),20141115,"[['2014-05-15', '25.860001'], ['2014-05-15', '34.650002'], ['2014-05-15', '155.389999'], ['2014-05-15', '33.158348'], ['2014-05-15', '37.920364'], ['2014-05-15', '44.774769']]","[['2014-11-14', '32.619999'], ['2014-11-14', '30.799999'], ['2014-11-14', '249.699997'], ['2014-11-14', '37.362671'], ['2014-11-14', '33.502613'], ['2014-11-14', '53.803703']]"
506,"['BAC', 'SKX', 'SU', 'KKD', 'NAT']","['UA', 'KKR', 'APC']",20140514,Cramer's Lightning Round - Bank Of America Is Too Big To Manage (5/13/14),20141114,"[['2014-05-14', '19.042202'], ['2014-05-14', '98.490318']]","[['2014-11-14', '19.190121'], ['2014-11-14', '87.937393']]"
507,"['ATHN', 'LNG', 'EMES']","['CQP', 'ECA', 'EPD']",20140513,Cramer's Lightning Round - Yahoo Can Re-Invent Itself (5/12/14),20141113,"[['2014-05-13', '27.348661'], ['2014-05-13', '21.729795'], ['2014-05-13', '30.682035']]","[['2014-11-13', '26.822298'], ['2014-11-13', '16.505589'], ['2014-11-13', '31.905088']]"
508,"['BGG', 'HMST']","['S', 'BMY', 'AA']",20140511,Cramer's Lightning Round - Bummed By Briggs & Stratton (5/9/14),20141111,"[['2014-05-12', '8.970000'], ['2014-05-12', '47.593201'], ['2014-05-12', '32.269791']]","[['2014-11-11', '4.890000'], ['2014-11-11', '54.518616'], ['2014-11-11', '38.578838']]"
509,"['LTC', 'NDLS', 'PBPB']","['FSLR', 'AZN', 'PFE', 'TNET', 'VTR']",20140509,"Cramer's Lightning Round - AstraZeneca Wouldn't Be Good For Pfizer, It Would Be Great For Pfizer (5/8/14)",20141109,"[['2014-05-09', '63.209999'], ['2014-05-09', '32.403091'], ['2014-05-09', '25.828148'], ['2014-05-09', '22.600000'], ['2014-05-09', '65.704956']]","[['2014-11-07', '50.290001'], ['2014-11-07', '30.976835'], ['2014-11-07', '27.087431'], ['2014-11-07', '29.750000'], ['2014-11-07', '67.696243']]"
510,"['VALE', 'NGD']","['SD', 'LUV', 'AXAS', 'NOK', 'SAVE', 'GLD', 'AAL', 'DAL', 'BMRN']",20140508,Cramer's Lightning Round - BioMarin Is A Biotech Survivor (5/7/14),20141108,"[['2014-05-08', '23.794590'], ['2014-05-08', '5.560000'], ['2014-05-08', '6.153749'], ['2014-05-08', '55.930000'], ['2014-05-08', '124.169998'], ['2014-05-08', '37.078144'], ['2014-05-08', '36.032772'], ['2014-05-08', '56.779999']]","[['2014-11-07', '37.357025'], ['2014-11-07', '4.280000'], ['2014-11-07', '7.193550'], ['2014-11-07', '77.309998'], ['2014-11-07', '112.970001'], ['2014-11-07', '42.088020'], ['2014-11-07', '40.990875'], ['2014-11-07', '83.910004']]"
511,"['GMCR', 'OPK', 'GLOG', 'WPRT']",['NOV'],20140507,"Cramer's Lightning Round - Keurig Green Mountain: It Was Great, But I'm Gone (5/6/14)",20141107,"[['2014-05-07', '66.876541']]","[['2014-11-07', '68.125664']]"
512,"['PLUG', 'GT', 'WST']","['ORI', 'DNB', 'PFE', 'PCYC', 'VLO']",20140506,Cramer's Lightning Round - I'm Taking A Stand For Pharmacyclics (5/5/14),20141106,"[['2014-05-06', '14.421397'], ['2014-05-06', '98.766792'], ['2014-05-06', '25.952707'], ['2014-05-06', '52.149654']]","[['2014-11-06', '13.117586'], ['2014-11-06', '116.241692'], ['2014-11-06', '27.196072'], ['2014-11-06', '45.219654']]"
513,['LNG'],"['CQP', 'HLT', 'MTB', 'NS']",20140504,Cramer's Lightning Round - NuStar's 7% Yield Is Safe (5/2/14),20141104,"[['2014-05-05', '27.315571'], ['2014-05-05', '44.606590'], ['2014-05-05', '112.381706'], ['2014-05-05', '43.229862']]","[['2014-11-04', '26.660822'], ['2014-11-04', '49.518147'], ['2014-11-04', '113.504005'], ['2014-11-04', '46.296040']]"
514,"['ESV', 'QDEL', 'GOGO', 'BBBY', 'LNG']","['CQP', 'FEYE', 'BA', 'GILD']",20140502,Cramer's Lightning Round - Gilead Is Coming Back To Its Senses (5/1/14),20141102,"[['2014-05-02', '27.712652'], ['2014-05-02', '39.939999'], ['2014-05-02', '117.821198'], ['2014-05-02', '73.430565']]","[['2014-10-31', '26.873297'], ['2014-10-31', '33.990002'], ['2014-10-31', '114.585602'], ['2014-10-31', '105.832260']]"
515,['TSLA'],"['SIRI', 'CHK', 'HP', 'BIDU']",20140501,Cramer's Lightning Round - Chesapeake Energy Is Truly Making A Comeback (4/30/14),20141101,"[['2014-05-01', '3.193192'], ['2014-05-01', '26.392773'], ['2014-05-01', '90.889236'], ['2014-05-01', '158.690002']]","[['2014-10-31', '3.401444'], ['2014-10-31', '21.940828'], ['2014-10-31', '75.725166'], ['2014-10-31', '238.770004']]"
516,['MIDD'],"['PFE', 'SYY', 'MTW']",20140430,Cramer's Lightning Round - Sysco Foods And U.S. Brands Are Creating A Powerhouse (4/29/14),20141030,"[['2014-04-30', '27.584122'], ['2014-04-30', '33.438446'], ['2014-04-30', '7.134269']]","[['2014-10-30', '26.783039'], ['2014-10-30', '35.953743'], ['2014-10-30', '4.456112']]"
517,['RMBS'],"['INTC', 'SHPG', 'MDLZ', 'QCOM', 'VZ', 'AREX']",20140429,Cramer's Lightning Round - Keep Your Powder Dry To Buy Verizon (4/28/14),20141029,"[['2014-04-29', '23.820850'], ['2014-04-29', '166.836395'], ['2014-04-29', '33.560688'], ['2014-04-29', '70.145844'], ['2014-04-29', '39.814701'], ['2014-04-29', '20.260000']]","[['2014-10-29', '30.980623'], ['2014-10-29', '193.877396'], ['2014-10-29', '33.197102'], ['2014-10-29', '69.432198'], ['2014-10-29', '43.356407'], ['2014-10-29', '10.040000']]"
518,"['GHDX', 'EPZM']","['BC', 'SD', 'BIDU']",20140427,Cramer's Lightning Round - Brunswick Lowers The Bar (4/25/14),20141027,"[['2014-04-28', '38.874649'], ['2014-04-28', '150.929993']]","[['2014-10-27', '43.668373'], ['2014-10-27', '219.919998']]"
519,"['LNG', 'CQH', 'CVRR', 'GWPH']","['URI', 'ISIS']",20140425,Cramer's Lightning Round - Give Cheniere A Break (4/24/14),20141025,"[['2014-04-25', '92.349998']]","[['2014-10-24', '107.959999']]"
520,"['UA', 'NVAX', 'XCO', 'SIVB']","['MTB', 'WFC', 'PKI', 'EOG']",20140424,Cramer's Lightning Round - Don't Chase Under Armour Into The Quarter (4/23/14),20141024,"[['2014-04-24', '113.732689'], ['2014-04-24', '44.625355'], ['2014-04-24', '43.476105'], ['2014-04-24', '100.798531']]","[['2014-10-24', '108.917793'], ['2014-10-24', '46.985355'], ['2014-10-24', '41.068047'], ['2014-10-24', '89.990784']]"
521,['SSYS'],"['PBF', 'FSLR', 'HFC', 'MTW', 'VLO']",20140423,Cramer's Lightning Round - Threefer Madness (4/22/14),20141023,"[['2014-04-23', '25.136461'], ['2014-04-23', '70.040001'], ['2014-04-23', '43.897762'], ['2014-04-23', '7.084881'], ['2014-04-23', '50.322498']]","[['2014-10-23', '20.934975'], ['2014-10-23', '56.270000'], ['2014-10-23', '39.070843'], ['2014-10-23', '4.339378'], ['2014-10-23', '43.212494']]"
522,"['ISIS', 'HOLX']","['PCAR', 'FSLR', 'MNKD', 'BLK']",20140418,Cramer's Lightning Round - I Am Critical And Skeptical Of MannKind (4/17/14),20141018,"[['2014-04-21', '59.166977'], ['2014-04-21', '69.209999'], ['2014-04-21', '31.650000'], ['2014-04-21', '280.569061']]","[['2014-10-17', '52.815922'], ['2014-10-17', '53.230000'], ['2014-10-17', '28.450001'], ['2014-10-17', '293.063477']]"
523,"['GIMO', 'LUV']","['EXP', 'PCYC', 'VMC', 'BX']",20140417,Cramer's Lightning Round - Gigamon Is In The Penalty Box (4/16/14),20141017,"[['2014-04-17', '85.285843'], ['2014-04-17', '63.444557'], ['2014-04-17', '24.692005']]","[['2014-10-17', '86.455566'], ['2014-10-17', '58.003174'], ['2014-10-17', '23.697817']]"
524,['ARNA'],"['BF.A', 'TEVA', 'DXCM', 'STZ', 'BF.B', 'DAL']",20140416,Cramer's Lightning Round - I Was Too Bullish On LinkedIn (4/15/14),20141016,"[['2014-04-16', '45.308144'], ['2014-04-16', '36.029999'], ['2014-04-16', '77.752319'], ['2014-04-16', '32.082050']]","[['2014-10-16', '47.452377'], ['2014-10-16', '41.380001'], ['2014-10-16', '80.023964'], ['2014-10-16', '31.925776']]"
525,['WPRT'],"['WEN', 'LNN']",20140413,Cramer's Lightning Round - A Great Stock Nobody Talks About (4/11/14),20141013,"[['2014-04-14', '7.746062'], ['2014-04-14', '84.195961']]","[['2014-10-13', '7.129457'], ['2014-10-13', '76.647408']]"
526,"['SGMO', 'BMRN', 'CSV']","['SCI', 'MHR']",20140411,Cramer's Lightning Round - The IPOs Are A Curse On The Market (4/10/14),20141011,"[['2014-04-11', '17.677027']]","[['2014-10-10', '19.584826']]"
527,"['BWP', 'PSEC', 'C', 'PBR']","['KMB', 'DIS', 'ALKS', 'KMP', 'BAX']",20140410,Cramer's Lightning Round - Kimberly-Clark Is Perfect For Me (4/9/14),20141010,"[['2014-04-10', '95.708183'], ['2014-04-10', '73.940544'], ['2014-04-10', '43.090000'], ['2014-04-10', '36.401493']]","[['2014-10-10', '94.883087'], ['2014-10-10', '82.297142'], ['2014-10-10', '40.230000'], ['2014-10-10', '36.401508']]"
528,"['CIEN', 'GOGO']","['PXD', 'NUE', 'ATI', 'BX', 'GNRC', 'FI', 'TKR']",20140409,Cramer's Lightning Round - Ciena Is A Cautionary Tale (4/8/14),20141009,"[['2014-04-09', '188.054565'], ['2014-04-09', '47.213814'], ['2014-04-09', '37.173378'], ['2014-04-09', '24.636852'], ['2014-04-09', '58.869999'], ['2014-04-09', '22.065712'], ['2014-04-09', '39.405796']]","[['2014-10-09', '177.719574'], ['2014-10-09', '45.258003'], ['2014-10-09', '31.305475'], ['2014-10-09', '24.077951'], ['2014-10-09', '39.849998'], ['2014-10-09', '15.345914'], ['2014-10-09', '36.319016']]"
529,"['DSX', 'MTG']","['RBS', 'ECA', 'ECL', 'GNW', 'KIN', 'RDN', 'SAN']",20140408,Cramer's Lightning Round - I Have Always Loved Ecolab (4/7/14),20141008,"[['2014-04-08', '10.330000'], ['2014-04-08', '21.436657'], ['2014-04-08', '101.030548'], ['2014-04-08', '17.219999'], ['2014-04-08', '17.799999'], ['2014-04-08', '14.439785'], ['2014-04-08', '8.008287']]","[['2014-10-08', '11.970000'], ['2014-10-08', '20.063564'], ['2014-10-08', '109.520782'], ['2014-10-08', '13.010000'], ['2014-10-08', '9.700000'], ['2014-10-08', '14.665375'], ['2014-10-08', '7.813910']]"
530,"['LNG', 'JBL', 'SPWR']","['CBI', 'FSLR', 'PCLN', 'SU']",20140404,Cramer's Lightning Round - Cheniere Energy Is Up Too Much (4/3/14),20141004,"[['2014-04-04', '83.885094'], ['2014-04-04', '69.720001'], ['2014-04-04', '1178.079956'], ['2014-04-04', '32.572140']]","[['2014-10-03', '53.143959'], ['2014-10-03', '64.099998'], ['2014-10-03', '1141.459961'], ['2014-10-03', '32.446159']]"
531,"['ABX', 'ADSK', 'CLDX', 'N']","['SIX', 'IBM', 'COST', 'GOLD']",20140403,Cramer's Lightning Round - This Is The Right Level For Costco (4/2/14),20141003,"[['2014-04-03', '34.420662'], ['2014-04-03', '171.558029'], ['2014-04-03', '99.909866'], ['2014-04-03', '74.338127']]","[['2014-10-03', '30.298744'], ['2014-10-03', '169.956100'], ['2014-10-03', '114.369156'], ['2014-10-03', '63.935257']]"
532,"['CSIQ', 'APOL', 'ARR']","['FSLR', 'WGO', 'GOLD', 'LLY', 'ATML']",20140402,"Cramer's Lightning Round - If You Have To Own A Gold Stock, Own Randgold (4/1/14)",20141002,"[['2014-04-02', '71.930000'], ['2014-04-02', '26.566956'], ['2014-04-02', '74.454895'], ['2014-04-02', '53.743504']]","[['2014-10-02', '63.830002'], ['2014-10-02', '21.797066'], ['2014-10-02', '65.774483'], ['2014-10-02', '59.872162']]"
533,"['VLRS', 'ECYT', 'EBAY']","['NYCB', 'FSLR', 'SNE', 'CME', 'GNC']",20140401,"Cramer's Lightning Round - Questcor: No Position, No Idea, And I'm Not Saying A Thing (3/31/14)",20141001,"[['2014-04-01', '13.277334'], ['2014-04-01', '70.889999'], ['2014-04-01', '19.440001'], ['2014-04-01', '61.989597'], ['2014-04-01', '42.629971']]","[['2014-10-01', '13.373577'], ['2014-10-01', '63.709999'], ['2014-10-01', '17.770000'], ['2014-10-01', '68.622841'], ['2014-10-01', '35.244377']]"
534,"['EXAS', 'ONVO', 'AER', 'CSG']","['SBUX', 'BA']",20140330,Cramer's Lightning Round - Exact Sciences Is Done (3/28/14),20140930,"[['2014-03-31', '34.706364'], ['2014-03-31', '113.786209']]","[['2014-09-30', '35.941994'], ['2014-09-30', '116.851425']]"
535,"['RAD', 'BLOX', 'INSY']","['WYNN', 'MPC', 'CG', 'BX']",20140328,Cramer's Lightning Round - The Refiners Are In A Golden Era (3/27/14),20140928,"[['2014-03-28', '199.113373'], ['2014-03-28', '39.454758'], ['2014-03-28', '25.460718'], ['2014-03-28', '26.031391']]","[['2014-09-26', '171.033585'], ['2014-09-26', '38.655933'], ['2014-09-26', '23.203808'], ['2014-09-26', '25.881575']]"
536,"['IRC', 'NBG']","['LMT', 'FTR', 'KIM', 'HCLP', 'HSP', 'BWA', 'HTZ']",20140327,Cramer's Lightning Round - Frontier Communications Is Going To Make It (3/26/14),20140927,"[['2014-03-27', '143.628601'], ['2014-03-27', '71.803589'], ['2014-03-27', '18.599789'], ['2014-03-27', '36.095352'], ['2014-03-27', '57.170059'], ['2014-03-27', '25.610001']]","[['2014-09-26', '166.764038'], ['2014-09-26', '84.986198'], ['2014-09-26', '19.179474'], ['2014-09-26', '50.051414'], ['2014-09-26', '54.211853'], ['2014-09-26', '26.510000']]"
537,['PBR'],"['ACN', 'AYI', 'BA', 'DG', 'GTI', 'CTSH']",20140326,Cramer's Lightning Round - Don't Panic About Boeing (3/25/14),20140926,"[['2014-03-26', '75.247963'], ['2014-03-26', '132.724609'], ['2014-03-26', '112.009010'], ['2014-03-26', '53.671757'], ['2014-03-26', '48.881424']]","[['2014-09-26', '72.774948'], ['2014-09-26', '120.333130'], ['2014-09-26', '118.053154'], ['2014-09-26', '59.368168'], ['2014-09-26', '44.550793']]"
538,"['SNE', 'CYOU']","['UNM', 'TDY', 'JACK', 'BIDU']",20140323,Cramer's Lightning Round - Sony Is A Dud (3/21/14),20140923,"[['2014-03-24', '33.205429'], ['2014-03-24', '97.580002'], ['2014-03-24', '56.870388'], ['2014-03-24', '157.380005']]","[['2014-09-23', '32.829391'], ['2014-09-23', '95.070000'], ['2014-09-23', '60.411766'], ['2014-09-23', '214.789993']]"
539,"['CELG', 'PCYC', 'FB']","['FEYE', 'BLUE', 'VMW']",20140321,Cramer's Lightning Round - High Multiple Stocks Are Coming Down (3/20/14),20140921,"[['2014-03-21', '69.660004'], ['2014-03-21', '25.250000'], ['2014-03-21', '109.209999']]","[['2014-09-19', '33.950001'], ['2014-09-19', '36.630001'], ['2014-09-19', '94.139999']]"
540,"['EXAS', 'BOFI', 'EXPR']","['PRI', 'ONVO', 'VOD', 'STJ', 'NNI', 'SIRI']",20140319,Cramer's Lightning Round - What's Not To Like About Vodafone? (3/18/14),20140919,"[['2014-03-19', '46.304695'], ['2014-03-19', '8.970000'], ['2014-03-19', '30.947876'], ['2014-03-19', '42.090519'], ['2014-03-19', '3.371694']]","[['2014-09-19', '47.292866'], ['2014-09-19', '6.570000'], ['2014-09-19', '28.331842'], ['2014-09-19', '41.648418'], ['2014-09-19', '3.540278']]"
541,"['PGH', 'PSEC']","['AIG', 'KATE', 'ZU']",20140318,Cramer's Lightning Round - Kate Spade Has The Hot Hand (3/17/14),20140918,"[['2014-03-18', '46.954048']]","[['2014-09-18', '53.395405']]"
542,[],"['BIIB', 'FFIV', 'PBA', 'ISIS', 'GE']",20140316,Cramer's Lightning Round - China Is No Problem For General Electric Long Term (3/14/14),20140916,"[['2014-03-17', '345.600006'], ['2014-03-17', '110.370003'], ['2014-03-17', '30.052988'], ['2014-03-17', '22.620857']]","[['2014-09-16', '326.880005'], ['2014-09-16', '125.820000'], ['2014-09-16', '40.624561'], ['2014-09-16', '23.507013']]"
543,"['NLY', 'CXP', 'HZNP', 'OLED', 'YNDX']","['EXEL', 'TWX', 'COUP', 'ECOM']",20140314,Cramer's Lightning Round - I Don't Know What Annaly Is Up To (3/13/14),20140914,"[['2014-03-14', '6.270000'], ['2014-03-14', '59.643631'], ['2014-03-14', '44.470001']]","[['2014-09-12', '1.870000'], ['2014-09-12', '72.396927'], ['2014-09-12', '17.799999']]"
544,"['RAVN', 'CARA', 'ARMH']",['DVA'],20140313,"Cramer's Lightning Round - Quoth The Raven, 'Not Today' (3/12/14)",20140913,"[['2014-03-13', '68.120003']]","[['2014-09-12', '74.070000']]"
545,"['BBBY', 'PGEM', 'OREX']","['NG', 'FSLR', 'OXY', 'BSX', 'EW', 'STJ', 'SONC', 'HALO', 'SPWR']",20140312,Cramer's Lightning Round: Boston Scientific Is Back Among The Majors (3/11/14),20140912,"[['2014-03-12', '4.180000'], ['2014-03-12', '53.700001'], ['2014-03-12', '80.146652'], ['2014-03-12', '12.880000'], ['2014-03-12', '36.930000'], ['2014-03-12', '20.415371'], ['2014-03-12', '13.790000'], ['2014-03-12', '32.930000']]","[['2014-09-12', '3.510000'], ['2014-09-12', '72.779999'], ['2014-09-12', '82.152374'], ['2014-09-12', '12.500000'], ['2014-09-12', '49.840000'], ['2014-09-12', '20.805416'], ['2014-09-12', '9.400000'], ['2014-09-12', '38.070000']]"
546,['INCY'],"['LMT', 'HII']",20140307,Cramer's Lightning Round - 3 Stocks That Are Too Hot (3/6/14),20140907,"[['2014-03-07', '150.580444'], ['2014-03-07', '100.352669']]","[['2014-09-05', '160.335190'], ['2014-09-05', '98.636986']]"
547,"['VALE', 'BLDP', 'NXPI', 'CHGG', 'HERO', 'XOM']","['SYY', 'TSLA', 'SLB', 'SWKS', 'ZGNX']",20140306,Cramer's Lightning Round - I Can Barely Look At Vale (3/5/14),20140906,"[['2014-03-06', '33.042439'], ['2014-03-06', '252.940002'], ['2014-03-06', '84.748955'], ['2014-03-06', '35.498318'], ['2014-03-06', '30.719999']]","[['2014-09-05', '35.734505'], ['2014-09-05', '277.390015'], ['2014-09-05', '98.283737'], ['2014-09-05', '54.254032'], ['2014-09-05', '10.720000']]"
548,"['ARCO', 'IVR', 'SNV']","['EXAS', 'VZ', 'T']",20140305,Cramer's Lightning Round - We Don't Want To Touch Arcos Dorados (3/4/14),20140905,"[['2014-03-05', '14.390000'], ['2014-03-05', '39.889744'], ['2014-03-05', '26.485691']]","[['2014-09-05', '21.760000'], ['2014-09-05', '42.971066'], ['2014-09-05', '29.735397']]"
549,['UPL'],"['TLM', 'GLD', 'COP', 'SPLK']",20140304,Cramer's Lightning Round - Questcor Is The Ultimate Crossfire Stock (3/3/14),20140904,"[['2014-03-04', '128.679993'], ['2014-03-04', '58.771515'], ['2014-03-04', '92.000000']]","[['2014-09-04', '121.480003'], ['2014-09-04', '71.800102'], ['2014-09-04', '57.099998']]"
