,bearish,bullish,date,title,enddate,yqdopen,yqdclose
20,['SWIR'],"['SGYP', 'CMG', 'BX', 'CMCSA']",20170619,Chipotle Is A Buy - Cramer's Lightning Round (6/16/17),20171219,"['4.130000', '458.910004', '32.552231', '41.456860']","['2.820000', '325.269989', '34.009998', '36.900002']"
21,"['KORS', 'GT', 'CEQP', 'RIG', 'DDD', 'HPQ', 'FDX', 'MU', 'WDC', 'TOSBF']","['XPO', 'CLDR', 'VMW', 'SIRI', 'P']",20170616,Michael Kors Is A Loser - Cramer's Lightning Round (6/15/17),20171216,"['61.520000', '17.400000', '88.099998', '5.170750', '6.990000']","['65.750000', '15.610000', '117.400002', '5.740000', '7.590000']"
22,"['XYL', 'PNR', 'MELI']","['QCOM', 'NXPI', 'HFC', 'INCY', 'DPZ']",20170614,Don't Sell Domino's - Cramer's Lightning Round (6/13/17),20171214,"['56.385441', '109.269997', '24.928991', '120.089996', '210.046295']","['52.290001', '115.489998', '36.130001', '114.269997', '186.119995']"
23,['CC'],"['SCHW', 'CARA', 'ESNT', 'MGP']",20170613,Charles Schwab Will Go Up With Higher Interest Rates - Cramer's Lightning Round (6/12/17),20171213,"['41.971252', '17.440001', '37.169998', '27.972130']","['43.270000', '12.370000', '44.480000', '29.400000']"
24,"['MZOR', 'TSE', 'AXTA', 'IGT']","['TIF', 'DIS', 'SKX', 'NDAQ']",20170612,Skechers Is Inexpensive - Cramer's Lightning Round (6/9/17),20171212,"['92.110703', '106.249588', '27.290001', '69.669762']","['93.599998', '99.010002', '24.030001', '72.940002']"
25,['NOK'],"['STZ', 'ADI', 'BUD', 'TAP', 'DAR', 'HII', 'VVV', 'GD']",20170609,The Move In BlackBerry Is Done - Cramer's Lightning Round (6/8/17),20171209,"['180.514389', '78.171326', '113.500000', '86.999580', '15.860000', '192.911179', '23.096745', '197.841156']","['211.979996', '88.800003', '125.940002', '83.580002', '17.059999', '234.809998', '24.000000', '211.639999']"
26,"['XRX', 'HUN']","['ALR', 'ABT', 'XLNX']",20170608,Xerox Has No Positive Catalysts - Cramer's Lightning Round (6/7/17),20171208,"['46.236702', '67.696747']","['56.000000', '72.419998']"
27,"['TDOC', 'SRPT', 'NBR', 'PPC', 'TSN', 'ETP', 'WATT', 'PBYI']","['SIRI', 'SHOP']",20170607,Teladoc Is Heavily Shorted - Cramer's Lightning Round (6/6/17),20171207,"['5.310500', '96.989998']","['5.740000', '98.250000']"
28,"['WIN', 'FANG', 'RDUS', 'GILD']","['MU', 'CRL', 'AMD']",20170605,Charles River Laboratories Is A Good Buy - Cramer's Lightning Round (6/2/17),20171205,"['31.209999', '93.610001', '11.240000']","['41.310001', '115.349998', '13.950000']"
29,"['LITE', 'MOMO', 'BABA', 'MB', 'GWPH']","['LRCX', 'AMAT']",20170601,Yahoo Is Worth More In Parts - Cramer's Lightning Round (5/31/17),20171201,"['155.583496', '45.893787']","['200.979996', '55.330002']"
30,"['KR', 'CBI', 'DDD', 'ARNC', 'CWH', 'DY']","['SQ', 'TWTR']",20170531,Square Has A Good Product - Cramer's Lightning Round (5/30/17),20171130,"['22.990000', '18.320000']","['32.119999', '17.889999']"
31,"['IONS', 'GIII', 'PVH', 'CVI', 'VFC']","['TWLO', 'BRK.A', 'DOV', 'BRK.B']",20170526,Dover Is A Great American Company - Cramer's Lightning Round (5/25/17),20171126,"['25.010000', '82.041016']","['31.440001', '89.500000']"
32,"['TEVA', 'TRIP', 'EXPE', 'LL', 'HD', 'CHRW', 'FDX']","['CARA', 'NGG', 'FL']",20170525,Foot Locker Has Upside - Cramer's Lightning Round (5/24/17),20171125,"['16.709999', '68.778046', '58.719219']","['12.370000', '62.450001', '30.990000']"
33,['CYH'],"['CG', 'EXC', 'SHOP', 'GD', 'LDOS', 'EBAY']",20170524,Buy eBay - Cramer's Lightning Round (5/23/17),20171124,"['17.438841', '35.498775', '90.809998', '198.347000', '54.274063', '34.820000']","['24.200001', '39.770000', '98.250000', '211.639999', '61.520000', '37.290001']"
34,"['FCX', 'NRZ', 'RRC', 'NTNX', 'CRM']","['AZN', 'SPLK', 'EXAS']",20170523,Don't Give Up On Splunk - Cramer's Lightning Round (5/22/17),20171123,"['33.564507', '66.430000', '31.900000']","['34.709999', '63.580002', '47.529999']"
35,"['GILD', 'INCY', 'QRVO']",['SKT'],20170522,Gilead Should Buy Incyte - Cramer's Lightning Round (5/19/17),20171122,['25.634193'],['25.459999']
36,"['ALXN', 'INCY', 'X', 'NUE']","['CBSH', 'WBA', 'RAD', 'GIS', 'BDX']",20170519,Walgreens Boots Alliance Is A Win-Win - Cramer's Lightning Round (5/18/17),20171119,"['53.668770', '80.212563', '3.460000', '55.203087', '182.757462']","['57.549999', '67.199997', '1.830000', '52.029999', '209.360001']"
37,"['GILD', 'HCLP', 'TISI', 'XON']","['BMY', 'FUN', 'ARNC']",20170508,Gilead Sciences Is A Value Trap - Cramer's Lightning Round (5/5/17),20171108,"['54.230545', '68.305023', '27.015266']","['64.669998', '63.880001', '26.680000']"
38,"['CC', 'GIS']","['RHT', 'MO', 'SHOP']",20170505,Hold On To Altria - Cramer's Lightning Round (5/4/17),20171105,"['88.610001', '69.603508', '85.529999']","['121.599998', '64.370003', '98.250000']"
39,"['VLO', 'CCO']","['SLB', 'AUPH', 'SWKS', 'DRI']",20170503,"Patience With Schlumberger, Skyworks - Cramer's Lightning Round (5/2/17)",20171103,"['70.460609', '7.260000', '100.835220', '86.122925']","['64.500000', '6.460000', '103.320000', '81.970001']"
40,"['AMGN', 'MITK', 'HPE']","['ALK', 'BRKS', 'LUV']",20170502,Alaska Air Is A Good Buy - Cramer's Lightning Round (5/1/17),20171102,"['85.854446', '25.884750', '58.073303']","['78.830002', '31.969999', '58.630001']"
41,"['RDS.A', 'BOFI', 'JPM', 'WIFI', 'CMCSA', 'CRAY']","['A', 'HAL']",20170501,Go To Comcast - Cramer's Lightning Round (4/28/17),20171101,"['55.561527', '45.377567']","['66.879997', '43.419998']"
42,"['X', 'NUE', 'DLTH', 'BMY', 'AKS', 'LKQ', 'SNA']","['HA', 'AMT', 'LUV', 'AWK', 'CCI']",20170428,Nucor Is The Best Steel Stock - Cramer's Lightning Round (4/27/17),20171028,"['54.299999', '124.708496', '55.972591', '78.935486', '92.871704']","['40.049999', '138.389999', '58.630001', '87.239998', '103.220001']"
43,['ETP'],"['WING', 'REGN', 'SNY', 'BX', 'BWLD', 'NI', 'APO', 'MU']",20170427,Wingstop Over B-Dubs - Cramer's Lightning Round (4/26/17),20171027,"['29.445887', '366.619995', '45.420628', '30.485111', '156.399994', '24.199194', '26.232193', '27.629999']","['33.150002', '440.940002', '50.020000', '34.009998', '109.150002', '26.760000', '31.860001', '41.310001']"
44,['MGA'],"['VAC', 'SAGE', 'ILG', 'TMUS', 'WYN', 'S', 'BAC']",20170426,Buy Bank Of America - Cramer's Lightning Round (4/25/17),20171026,"['109.763145', '72.160004', '24.095863', '67.580002', '99.350868', '8.910000', '23.690613']","['126.849998', '62.919998', '29.270000', '61.509998', '109.300003', '7.070000', '26.580000']"
45,"['VRX', 'CHK', 'WFT']","['CARA', 'DAL', 'LUV', 'ABT', 'ALK', 'AAL', 'BRK.B', 'UAL', 'JBLU']",20170425,Southwest Airlines Is Favorite - Cramer's Lightning Round (4/24/2017),20171025,"['16.389999', '46.239761', '56.838757', '43.307320', '90.748222', '46.415699', '70.970001', '22.469999']","['12.370000', '52.270000', '58.630001', '56.000000', '78.830002', '51.509998', '59.779999', '20.340000']"
46,"['TEVA', 'LNCE', 'FCX']","['OCLR', 'BX', 'EQM', 'CXW', 'ABBV']",20170424,Blackstone Is A Buy - Cramer's Lightning Round (4/21/2017),20171024,"['8.910000', '29.120192', '75.955704', '33.092361', '63.640003']","['8.410000', '34.009998', '72.430000', '25.990000', '96.480003']"
47,"['GNC', 'CTL', 'IONS', 'TWTR']","['RTN', 'ABB', 'LMT', 'NOC', 'GD']",20170421,Wait For Twitter's Earnings - Cramer's Lightning Round (4/20/2017),20171021,"['152.622101', '23.320000', '269.735107', '244.473495', '187.397156']","['186.949997', '25.370001', '316.839996', '292.649994', '211.639999']"
48,"['JBLU', 'LUV', 'ALK', 'DAL', 'NTNX', 'CSCO']","['MDLZ', 'ZYNE']",20170420,Don't Sell Mondelez International - Cramer's Lightning Round (4/19/2017),20171020,"['44.542778', '24.530001']","['40.730000', '9.660000']"
49,"['AFSI', 'GIS']","['UBS', 'MTW', 'MOS']",20170414,It's Tough To Bet Against General Mills - Cramer's Lightning Round (4/13/2017),20171014,"['14.909003', '5.540000', '26.973270']","['17.280001', '9.140000', '21.780001']"
50,['MYL'],"['SMG', 'AMCX', 'TSCO', 'SEMG', 'AMN', 'CWH']",20170413,Scotts Miracle-Gro Is Showing Strength - Cramer's Lightning Round (4/12/2017),20171013,"['92.395699', '58.090000', '62.925022', '33.507565', '40.099998', '29.015841']","['99.589996', '55.740002', '58.820000', '28.700001', '41.400002', '42.340000']"
51,"['SWKS', 'AXGN', 'RIG', 'SAIC', 'NS']","['VLY', 'EXC']",20170412,Buy Skyworks Solutions After Analyst Downgrade - Cramer's Lightning Round (4/11/2017),20171012,"['11.400509', '35.526917']","['11.900000', '38.939999']"
52,"['AMD', 'ESPR', 'BTU']","['BABA', 'COHR']",20170411,Alibaba Is Inexpensive Considering Its Growth Rate - Cramer's Lightning Round (4/10/2017),20171011,"['110.440002', '199.250000']","['184.690002', '247.990005']"
53,"['VRX', 'TTC', 'HD']","['CRBP', 'FRT', 'VGR', 'ALDR']",20170410,Don't Bet Against Don Wood - Cramer's Lightning Round (4/7/2017),20171010,"['7.000000', '131.835068', '18.963400', '19.549999']","['7.100000', '126.750000', '20.730000', '12.250000']"
54,"['SPH', 'UA']","['TWLO', 'CX', 'TGTX', 'HUBS']",20170407,Cramer Believes In Twilio - Cramer's Lightning Round (4/6/2017),20171007,"['28.170000', '8.980769', '10.550000', '59.599998']","['32.349998', '8.940000', '12.300000', '85.800003']"
55,['EGLE'],"['GLD', 'ALKS', 'BAC', 'GOLD', 'VZ', 'NKTR']",20170404,Verizon Is A Buy - Cramer's Lightning Round (4/3/2017),20171004,"['119.620003', '58.750000', '23.244370', '89.389999', '47.527607', '22.360001']","['121.169998', '51.869999', '25.709999', '98.320000', '49.308460', '24.910000']"
56,"['AN', 'KMX', 'CTL', 'VZ']",['BRK.B'],20170403,Berkshire Hathaway Going Down Is An Opportunity To Buy - Cramer's Lightning Round (3/31/2017),20171003,[],[]
57,"['PB', 'CFR', 'CRBP']","['AMGN', 'NXPI', 'ORI', 'AMD']",20170331,NXP Semiconductors Should Go Higher - Cramer's Lightning Round (3/30/2017),20170930,"['161.801163', '103.500000', '20.082136', '14.550000']","['186.449997', '113.089996', '19.690001', '12.750000']"
58,['GOGL'],"['AA', 'CC', 'CY', 'HIMX', 'NBL', 'CELG', 'SLB', 'ZTS']",20170330,Schlumberger Is A Buy - Cramer's Lightning Round (3/29/2017),20170930,"['33.490002', '38.109581', '13.749184', '8.470000', '34.074791', '124.339996', '76.676270', '53.273811']","['46.619999', '50.610001', '15.020000', '10.930000', '28.360001', '145.820007', '69.760002', '63.759998']"
59,"['PFE', 'BMY']","['RTN', 'XON', 'ARNC']",20170329,Raytheon Is A Buy - Cramer's Lightning Round (3/28/2017),20170929,"['149.746185', '20.230000', '26.079609']","['185.786713', '19.010000', '24.879999']"
60,"['HSBC', 'VRAY', 'CLF']","['SMG', 'MASI', 'NUE', 'GOOS', 'STLD']",20170328,Nucor Is The Steel Company To Buy - Cramer's Lightning Round (3/27/17),20170928,"['92.029839', '93.540001', '59.030251', '16.350000', '34.207615']","['97.370003', '84.910004', '55.490002', '20.280001', '34.580002']"
61,"['TEVA', 'EEP']","['SIRI', 'KTOS', 'MAR']",20170327,Enbridge Energy Partners' Yield Is A Red Flag - Cramer's Lightning Round (3/24/17),20170927,"['5.080482', '7.990000', '92.564995']","['5.530000', '13.300000', '108.360001']"
62,"['F', 'OPK']","['STZ', 'MO', 'CY', 'CIM', 'PM', 'RRD']",20170324,It's Tough To Own Ford - Cramer's Lightning Round (3/23/17),20170924,"['163.143219', '71.811737', '14.116180', '18.590120', '109.790688', '11.419675']","['201.809998', '62.490002', '14.229538', '18.976337', '111.446999', '9.960000']"
63,"['TWX', 'T']","['FLEX', 'HSY']",20170323,Hershey Will Go Higher - Cramer's Lightning Round (3/22/17),20170923,"['16.639999', '106.853127']","['16.660000', '106.480003']"
64,"['TGT', 'GILD', 'NVO', 'LLY', 'AUPH', 'NOK', 'CTXS', 'CYH', 'UNH']","['DAL', 'VOYA', 'TELL', 'CUDA', 'STM']",20170320,Delta Air Lines Is Cheap - Cramer's Lightning Round (3/17/17),20170920,"['46.358501', '39.228363', '11.360000', '23.309999', '15.310259']","['48.040001', '39.000000', '10.770000', '24.320000', '19.530001']"
65,"['SPH', 'INFN', 'FNSR', 'HCLP']","['GOV', 'NOV', 'GE', 'WFC']",20170317,Wells Fargo Is A Buy - Cramer's Lightning Round (3/16/17),20170917,"['19.372192', '39.195049', '29.336920', '57.841068']","['18.760000', '34.450001', '23.930000', '51.660000']"
66,"['CRTO', 'KORS', 'CCJ', 'DATA', 'AAOI', 'FNSR', 'CBI']","['KLAC', 'LRCX', 'AMAT', 'AOBC']",20170316,Don't Buy Tableau Software - Cramer's Lightning Round (3/15/17),20170916,"['93.067963', '125.280312', '38.872734', '19.549999']","['98.639999', '172.990005', '47.139999', '14.260000']"
67,"['JEC', 'SGEN']","['CHKP', 'SYY', 'CYBR', 'CSCO']",20170315,Seattle Genetics Is Too High To Be Bought - Cramer's Lightning Round (3/14/17),20170915,"['100.730003', '51.586895', '50.000000', '33.341988']","['113.000000', '53.333527', '41.680000', '32.162079']"
68,"['XOM', 'IONS', 'BETR']","['SWKS', 'ABT', 'SONC', 'ABBV']",20170314,AbbVie And Abbott Are Good Stocks - Cramer's Lightning Round (3/13/17),20170914,"['98.210701', '44.067024', '23.319645', '63.997372']","['107.080002', '51.438385', '23.709999', '88.601891']"
69,"['RAD', 'WBA', 'GWPH', 'QIWI']","['BURL', 'ROST', 'TJX']",20170313,Rite Aid Might Go Lower Than $4 - Cramer's Lightning Round (3/10/17),20170913,"['93.769997', '66.600647', '77.404457']","['90.809998', '61.410000', '73.489998']"
70,"['M', 'NLY', 'SWIR']","['ANET', 'AAOI', 'CWH', 'MRVL']",20170310,Don't Buy Macy's - Cramer's Lightning Round (3/9/17),20170910,"['124.169998', '50.919998', '31.318514', '16.162199']","['172.679993', '56.759998', '38.459724', '17.136974']"
