,bearish,bullish,date,title,enddate,yqdopen,yqdclose
140,"['ZTO', 'SCHW', 'KRA', 'GIMO']","['UVE', 'VOD', 'AIG', 'EW', 'HRL', 'ALL']",20161104,Buy Edwards Lifesciences For The Long Term - Cramer's Lightning Round (11/3/16),20170504,[],[]
141,"['JCP', 'GWPH', 'CEMP', 'OTEX', 'NSU']",[],20161103,Time To Consider J.C. Penney? - Cramer's Lightning Round (11/02/16),20170503,[],[]
142,"['HDS', 'REGN', 'BABA']","['CR', 'WM', 'TSEM']",20161102,HD Supply In The Penalty Box - Cramer's Lightning Round (11/01/16),20170502,[],[]
143,"['AMGN', 'HRB', 'SPWR', 'GNC', 'CLVS', 'MRK', 'RAI', 'TWLO']","['ATVI', 'HPQ', 'NTNX', 'CELG', 'RPM']",20161101,Don't Buy Amgen Until After The Election - Cramer's Lightning Round (10/31/16),20170501,[],[]
144,"['NAT', 'CRBP', 'DBD']","['JNPR', 'BSX', 'ANIK', 'GILD', 'BX']",20161031,Smith & Wesson Is A Value Stock - Cramer's Lightning Round (10/28/16),20170430,[],[]
145,"['ZOES', 'PI', 'FEYE', 'PFPT', 'SHOP', 'ON', 'NVDA', 'PAY']",[],20161028,Give Zoe's Kitchen A Year - Cramer's Lightning Round (10/27/16),20170428,[],[]
146,"['DLTR', 'TJX', 'ADS', 'FRO']","['PFE', 'OI', 'KBH']",20161027,Patience With KB Home - Cramer's Lightning Round (10/26/16),20170427,[],[]
147,"['BMY', 'KKR', 'RIG', 'HAL', 'INSY', 'SRPT']","['SMG', 'YUM', 'STZ', 'MNST']",20161026,Yum Brands' Split Will Unlock Value - Cramer's Lightning Round (10/25/16),20170426,[],[]
148,"['TDOC', 'ETE', 'MMP', 'EPD', 'HFC', 'ETP', 'SSYS', 'HPQ']","['MGM', 'DIS', 'IDXX', 'AA']",20161025,Disney Is A Long-Term Buy - Cramer's Lightning Round (10/24/16),20170425,[],[]
149,"['EXC', 'ISRG', 'CG', 'STNG', 'NAT', 'JBLU', 'LUV', 'UAL', 'ASNA', 'OPHT', 'ARIA']",[],20161021,'Exelon Is For Me' - Cramer's Lightning Round (10/20/16),20170421,[],[]
150,"['TMO', 'HRB', 'INTU']","['VVC', 'VSAT', 'ASIX']",20161020,Let Thermo Fisher Scientific Come Down Before Buying - Cramer's Lightning Round (10/19/16),20170420,[],[]
151,"['SPWR', 'ARRS', 'TWLO', 'CSCO', 'NAT']","['PFE', 'CHTR', 'CVS', 'CLVS', 'TECD', 'ICE']",20161019,Buy CVS Health - Cramer's Lightning Round (10/18/16),20170419,[],[]
152,"['PBR', 'BMY', 'CIT', 'C', 'CHK', 'SLB']","['RDUS', 'V', 'SYF', 'PG']",20161018,Buy Procter & Gamble At $84-85 - Cramer's Lightning Round (10/17/16),20170418,[],[]
153,"['DGX', 'PBF', 'TTD']","['AMD', 'CERN', 'ORI', 'STM']",20161017,Don't Buy The Trade Desk - Cramer's Lightning Round (10/14/16),20170417,[],[]
154,['TPIC'],"['OPK', 'RDUS', 'ARIA', 'KMI']",20161014,Ariad Pharmaceuticals Is A Speculative Buy - Cramer's Lightning Round (10/13/16),20170414,[],[]
155,"['CAB', 'OSG', 'DDR', 'WDR', 'FTNT']",['BABA'],20161012,Crude Delivery Business Is In Pain - Cramer's Lightning Round (10/11/16),20170412,[],[]
156,"['HCN', 'VTR', 'CHK', 'SLB', 'CBI']","['MXL', 'RYAM']",20161010,Buy Schlumberger - Cramer's Lightning Round (10/7/16),20170410,[],[]
157,"['PEIX', 'MDXG']","['GOLD', 'ED', 'HIG', 'T']",20161007,A Fan Of AMN Healthcare - Cramer's Lightning Round (10/6/16),20170407,[],[]
158,['DBD'],"['GLOG', 'MGM', 'HON']",20161006,Bullish On Natural Gas - Cramer's Lightning Round (10/5/16),20170406,[],[]
159,"['LOCK', 'MA', 'V', 'CVI', 'XRX', 'WWAV', 'TXRH', 'ANF', 'URBN', 'LB', 'CNC', 'UNH']","['AWK', 'CVS', 'KR']",20161005,Book Profits On WhiteWave Foods - Cramer's Lightning Round (10/4/16),20170405,[],[]
160,['SRPT'],"['FLEX', 'ETN', 'HD', 'BRKS']",20161003,Eaton Is Headed Higher - Cramer's Lightning Round (9/30/16),20170403,[],[]
161,"['CBI', 'OA', 'CNX', 'SODA', 'CTL', 'T', 'VZ']","['CECE', 'WM']",20160930,Don't Buy Chicago Bridge & Iron - Cramer's Lightning Round (9/29/16),20170330,[],[]
162,"['LITE', 'CSCO']","['AIR', 'SXC', 'ATRA']",20160929,Buy Cisco - Cramer's Lightning Round (9/28/16),20170329,[],[]
163,"['ESV', 'BK', 'NAT']","['IFF', 'DNKN', 'BERY', 'AMAT', 'IP']",20160927,Don't Buy Nordic American Tankers - Cramer's Lightning Round (9/26/16),20170327,[],[]
164,"['BZUN', 'BABA', 'GLD', 'GOLD']","['EPD', 'AMD', 'PI', 'BLUE']",20160926,AMD Is A Buy - Cramer's Lightning Round (9/23/16),20170326,[],[]
165,"['GNW', 'TRV']","['WY', 'TWLO', 'CLVS', 'AVGO']",20160922,Broadcom Is Heading Towards $200 - Cramer's Lightning Round (9/21/16),20170322,[],[]
166,"['CHK', 'APC', 'FCX', 'CLF']","['CMI', 'INTC', 'SWKS', 'AA', 'MU', 'NVDA', 'KR']",20160921,Alcoa's Split Is Good - Cramer's Lightning Round (9/20/16),20170321,[],[]
167,['TEVA'],"['NRG', 'CLX', 'TSCO', 'AKS', 'K']",20160920,Kellogg Has A Good Risk-Reward Ratio - Cramer's Lightning Round (9/19/16),20170320,[],[]
168,['VLO'],"['CLCD', 'BRK.B', 'NXPI']",20160919,Don't Go Against Warren Buffett - Cramer's Lightning Round (9/16/16),20170319,[],[]
169,"['BOFI', 'C', 'FEYE', 'SRPT', 'REN']","['MMP', 'EPD', 'ON', 'NXPI', 'XRX', 'SWKS', 'AA', 'KMI']",20160916,Own Xerox And Alcoa - Cramer's Lightning Round (9/15/16),20170316,[],[]
170,"['PAG', 'SRAQU']","['ELLI', 'TSS']",20160914,Ellie Mae Is A Great Story - Cramer's Lightning Round (9/13/16),20170314,[],[]
171,"['GWPH', 'PETX', 'IDXX']","['AMD', 'IP', 'VGR', 'ABBV']",20160913,AMD Is A Buy - Cramer's Lightning Round (9/12/16),20170313,[],[]
172,"['CAB', 'RYI', 'ACIA']","['BLK', 'DVAX', 'CY']",20160912,Retail's In A Tough Situation - Cramer's Lightning Round (9/9/16),20170312,[],[]
173,"['BCOV', 'SRPT', 'MRO', 'PXD', 'EOG', 'OXY']","['CLF', 'F']",20160909,Ford Is A Buy For The Yield - Cramer's Lightning Round (9/8/16),20170309,[],[]
174,"['CXW', 'SAGE']","['CMI', 'IBM', 'CAT', 'DIS', 'AVID', 'TECD']",20160908,Avid Technology Is A Buy - Cramer's Lightning Round (9/7/16),20170308,[],[]
175,"['LAZ', 'PSA', 'VTR', 'MGA']",['GE'],20160907,General Electric Is A Buy - Cramer's Lightning Round (9/6/16),20170307,[],[]
176,"['FE', 'AEP', 'D', 'JBLU', 'DAL', 'LUV']","['OXY', 'MGA', 'MO', 'ECA', 'JCP', 'ELLI']",20160902,Buy J.C. Penney At $10 - Cramer's Lightning Round (9/1/16),20170302,[],[]
177,"['INCY', 'LNG']","['YELP', 'POT', 'AGU', 'NVCR']",20160901,Potash's Merger With Agrium Is Good - Cramer's Lightning Round (8/31/16),20170301,[],[]
178,"['PYPL', 'CWEI', 'MKC', 'CHK', 'PXD', 'OXY', 'LMT', 'STON', 'PETX']","['APD', 'NVAX']",20160831,Sell PayPal At Higher Levels - Cramer's Lightning Round (8/30/16),20170228,[],[]
179,"['IPXL', 'TSLA']","['OPK', 'ANTM', 'CI']",20160830,OPKO Health Is A Buy At $9 - Cramer's Lightning Round (8/29/16),20170228,[],[]
180,"['CLVS', 'GILD', 'HZNP', 'GWR', 'KSU', 'UNP']","['OXY', 'CXO', 'CRZO', 'CYBR']",20160826,CyberArk Software Still Has Hope - Cramer's Lightning Round (8/25/16),20170226,[],[]
181,"['FSLR', 'RPD', 'SHAK', 'CMG']","['AVGO', 'GE', 'NXPI', 'EW', 'FIVE', 'MU', 'NVDA', 'VEEV']",20160825,Edwards Lifesciences Is A Buy - Cramer's Lightning Round (8/24/16),20170225,[],[]
182,"['X', 'NUE']","['AKRX', 'BOX']",20160824,Box Is Worth Speculating On - Cramer's Lightning Round (8/23/16),20170224,[],[]
183,"['JBLU', 'APLE', 'FRT', 'VTR', 'SGYP', 'AGN', 'GNC']",['XPO'],20160823,The Airline Group Is In Pain - Cramer's Lightning Round (8/22/16),20170223,[],[]
184,['OPK'],"['CPHD', 'ABBV']",20160804,Stick With AbbVie - Cramer's Lightning Round (8/3/16),20170204,[],[]
185,"['CY', 'FIVE', 'PKX', 'WDC', 'INTC']",[],20160803,Cypress Is A Keeper - Cramer's Lightning Round (8/2/16),20170203,[],[]
186,"['WTW', 'SYK', 'ZBH', 'ABX', 'GOLD', 'AL', 'UTX']","['AWK', 'GWPH']",20160729,Weight Watchers Business Model Is Not Good - Cramer's Lightning Round (7/28/16),20170129,[],[]
187,"['HD', 'LOW', 'AMC', 'AKS', 'JCI', 'FDX', 'UPS', 'CNI', 'BRS', 'LMT']",[],20160728,Home Depot Or Lowe's? Cramer's Lightning Round (7/27/16),20170128,[],[]
188,"['LTC', 'VTR', 'PSTG', 'HPE', 'SKX', 'USB']","['CAT', 'FTR', 'MTW']",20160727,What Happened To Skechers? Cramer's Lightning Round (7/26/16),20170127,[],[]
189,"['CHK', 'WR', 'AEP']","['AMGN', 'WYNN', 'GILD', 'LVS', 'CELG', 'MXL', 'IT']",20160726,Amgen Is A Buy - Cramer's Lightning Round (7/25/16),20170126,[],[]
190,"['HE', 'ZNGA', 'TTWO', 'EA', 'ATVI']","['BC', 'LNCE', 'VAC']",20160722,Brunswick Is A Long-Term Buy - Cramer's Lightning Round (7/21/16),20170122,[],[]
191,"['SGYP', 'TEVA', 'MON']",['DLR'],20160721,Monsanto Is A Sell On Earnings - Cramer's Lightning Round (7/20/16),20170121,[],[]
192,"['ABMD', 'EW', 'HAR', 'JUNO', 'JNJ', 'BMY']",[],20160720,Abiomed Is Expensive - Cramer's Lightning Round (7/19/16),20170120,[],[]
193,"['STMP', 'TEVA', 'AGN']","['DHR', 'CBRL', 'SFL']",20160719,Danaher Is A Great Buy - Cramer's Lightning Round (7/18/16),20170119,[],[]
194,"['RAD', 'WBA', 'JD', 'SFL', 'NAT', 'PAA', 'HRB', 'INTU']","['TYC', 'VOD', 'JCI']",20160715,Walgreens-Rite Aid Deal Could Be In Trouble - Cramer's Lightning Round (7/14/16),20170115,"['28.924639', '39.041386']","['25.541180', '42.870724']"
195,"['COR', 'EQIX', 'TSRO']","['CCC', 'CRUS', 'RDUS', 'BX', 'KMI']",20160714,Kinder Morgan Might Be Back - Cramer's Lightning Round (7/13/16),20170114,"['13.699575', '40.470001', '39.000000', '22.927221', '20.283745']","['16.564627', '57.380001', '45.459999', '28.360500', '22.025368']"
